MSA Code,MSA Name,FIPS,COUNTY
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",27003,"Anoka County, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",55109,"St. Croix County, WI"
33540,"Missoula, MT Metropolitan Statistical Area",30063,"Missoula County, MT"
33660,"Mobile, AL Metropolitan Statistical Area",1097,"Mobile County, AL"
33700,"Modesto, CA Metropolitan Statistical Area",6099,"Stanislaus County, CA"
33740,"Monroe, LA Metropolitan Statistical Area",22073,"Ouachita Parish, LA"
33740,"Monroe, LA Metropolitan Statistical Area",22111,"Union Parish, LA"
33780,"Monroe, MI Metropolitan Statistical Area",26115,"Monroe County, MI"
33860,"Montgomery, AL Metropolitan Statistical Area",1085,"Lowndes County, AL"
33860,"Montgomery, AL Metropolitan Statistical Area",1051,"Elmore County, AL"
33860,"Montgomery, AL Metropolitan Statistical Area",1001,"Autauga County, AL"
33860,"Montgomery, AL Metropolitan Statistical Area",1101,"Montgomery County, AL"
34060,"Morgantown, WV Metropolitan Statistical Area",54061,"Monongalia County, WV"
34060,"Morgantown, WV Metropolitan Statistical Area",54077,"Preston County, WV"
34100,"Morristown, TN Metropolitan Statistical Area",47063,"Hamblen County, TN"
34100,"Morristown, TN Metropolitan Statistical Area",47057,"Grainger County, TN"
34100,"Morristown, TN Metropolitan Statistical Area",47089,"Jefferson County, TN"
34580,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",53057,"Skagit County, WA"
34620,"Muncie, IN Metropolitan Statistical Area",18035,"Delaware County, IN"
34740,"Muskegon-Norton Shores, MI Metropolitan Statistical Area",26121,"Muskegon County, MI"
34820,"Myrtle Beach-Conway-North  Myrtle Beach, SC Metropolitan Statistical Area",45051,"Horry County, SC"
34900,"Napa, CA Metropolitan Statistical Area",6055,"Napa County, CA"
34940,"Naples-Marco Island, FL Metropolitan Statistical Area",12021,"Collier County, FL"
34980,"Nashville-Davidson--Murfreesboro, TN Metropolitan Statistical Area",47187,"Williamson County, TN"
34980,"Nashville-Davidson--Murfreesboro, TN Metropolitan Statistical Area",47169,"Trousdale County, TN"
34980,"Nashville-Davidson--Murfreesboro, TN Metropolitan Statistical Area",47165,"Sumner County, TN"
34980,"Nashville-Davidson--Murfreesboro, TN Metropolitan Statistical Area",47159,"Smith County, TN"
34980,"Nashville-Davidson--Murfreesboro, TN Metropolitan Statistical Area",47149,"Rutherford County, TN"
34980,"Nashville-Davidson--Murfreesboro, TN Metropolitan Statistical Area",47147,"Robertson County, TN"
34980,"Nashville-Davidson--Murfreesboro, TN Metropolitan Statistical Area",47111,"Macon County, TN"
34980,"Nashville-Davidson--Murfreesboro, TN Metropolitan Statistical Area",47081,"Hickman County, TN"
34980,"Nashville-Davidson--Murfreesboro, TN Metropolitan Statistical Area",47043,"Dickson County, TN"
34980,"Nashville-Davidson--Murfreesboro, TN Metropolitan Statistical Area",47037,"Davidson County, TN"
34980,"Nashville-Davidson--Murfreesboro, TN Metropolitan Statistical Area",47021,"Cheatham County, TN"
34980,"Nashville-Davidson--Murfreesboro, TN Metropolitan Statistical Area",47015,"Cannon County, TN"
34980,"Nashville-Davidson--Murfreesboro, TN Metropolitan Statistical Area",47189,"Wilson County, TN"
35300,"New Haven-Milford, CT Metropolitan Statistical Area",9009,"New Haven County, CT"
35380,"New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area",22095,"St. John the Baptist Parish, LA"
35380,"New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area",22089,"St. Charles Parish, LA"
35380,"New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area",22087,"St. Bernard Parish, LA"
35380,"New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area",22075,"Plaquemines Parish, LA"
35380,"New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area",22071,"Orleans Parish, LA"
35380,"New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area",22051,"Jefferson Parish, LA"
35380,"New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area",22103,"St. Tammany Parish, LA"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",36119,"Westchester County, NY"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",36103,"Suffolk County, NY"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",36087,"Rockland County, NY"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",36085,"Richmond County, NY"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",36081,"Queens County, NY"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",36079,"Putnam County, NY"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",36061,"New York County, NY"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",36059,"Nassau County, NY"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",36047,"Kings County, NY"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",36005,"Bronx County, NY"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",34039,"Union County, NJ"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",34037,"Sussex County, NJ"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",34035,"Somerset County, NJ"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",34031,"Passaic County, NJ"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",34029,"Ocean County, NJ"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",34027,"Morris County, NJ"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",34025,"Monmouth County, NJ"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",34023,"Middlesex County, NJ"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",34019,"Hunterdon County, NJ"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",34017,"Hudson County, NJ"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",34013,"Essex County, NJ"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",34003,"Bergen County, NJ"
35620,"New York-Newark-Edison,  NY-NJ-PA Metropolitan Statistical Area",42103,"Pike County, PA"
35660,"Niles-Benton Harbor, MI Metropolitan Statistical Area",26021,"Berrien County, MI"
35980,"Norwich-New London, CT Metropolitan Statistical Area",9011,"New London County, CT"
36100,"Ocala, FL Metropolitan Statistical Area",12083,"Marion County, FL"
36140,"Ocean City, NJ Metropolitan Statistical Area",34009,"Cape May County, NJ"
36220,"Odessa, TX Metropolitan Statistical Area",48135,"Ector County, TX"
36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",49029,"Morgan County, UT"
36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",49011,"Davis County, UT"
36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",49057,"Weber County, UT"
36420,"Oklahoma City, OK Metropolitan Statistical Area",40087,"McClain County, OK"
36420,"Oklahoma City, OK Metropolitan Statistical Area",40083,"Logan County, OK"
36420,"Oklahoma City, OK Metropolitan Statistical Area",40081,"Lincoln County, OK"
36420,"Oklahoma City, OK Metropolitan Statistical Area",40051,"Grady County, OK"
36420,"Oklahoma City, OK Metropolitan Statistical Area",40027,"Cleveland County, OK"
36420,"Oklahoma City, OK Metropolitan Statistical Area",40017,"Canadian County, OK"
36420,"Oklahoma City, OK Metropolitan Statistical Area",40109,"Oklahoma County, OK"
36500,"Olympia, WA Metropolitan Statistical Area",53067,"Thurston County, WA"
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",31155,"Saunders County, NE"
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",31153,"Sarpy County, NE"
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",31055,"Douglas County, NE"
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",31025,"Cass County, NE"
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",19155,"Pottawattamie County, IA"
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",19129,"Mills County, IA"
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",19085,"Harrison County, IA"
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",31177,"Washington County, NE"
36740,"Orlando, FL Metropolitan Statistical Area",12097,"Osceola County, FL"
36740,"Orlando, FL Metropolitan Statistical Area",12095,"Orange County, FL"
36740,"Orlando, FL Metropolitan Statistical Area",12069,"Lake County, FL"
36740,"Orlando, FL Metropolitan Statistical Area",12117,"Seminole County, FL"
36780,"Oshkosh-Neenah, WI Metropolitan Statistical Area",55139,"Winnebago County, WI"
36980,"Owensboro, KY Metropolitan Statistical Area",21091,"Hancock County, KY"
36980,"Owensboro, KY Metropolitan Statistical Area",21059,"Daviess County, KY"
36980,"Owensboro, KY Metropolitan Statistical Area",21149,"McLean County, KY"
37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",6111,"Ventura County, CA"
37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",12009,"Brevard County, FL"
37460,"Panama City-Lynn Haven, FL Metropolitan Statistical Area",12005,"Bay County, FL"
37620,"Parkersburg-Marietta,  WV-OH Metropolitan Statistical Area",54105,"Wirt County, WV"
37620,"Parkersburg-Marietta,  WV-OH Metropolitan Statistical Area",54073,"Pleasants County, WV"
37620,"Parkersburg-Marietta,  WV-OH Metropolitan Statistical Area",39167,"Washington County, OH"
37620,"Parkersburg-Marietta,  WV-OH Metropolitan Statistical Area",54107,"Wood County, WV"
37700,"Pascagoula, MS Metropolitan Statistical Area",28039,"George County, MS"
37700,"Pascagoula, MS Metropolitan Statistical Area",28059,"Jackson County, MS"
37860,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",12033,"Escambia County, FL"
37860,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",12113,"Santa Rosa County, FL"
37900,"Peoria, IL Metropolitan Statistical Area",17179,"Tazewell County, IL"
37900,"Peoria, IL Metropolitan Statistical Area",17175,"Stark County, IL"
37900,"Peoria, IL Metropolitan Statistical Area",17143,"Peoria County, IL"
37900,"Peoria, IL Metropolitan Statistical Area",17123,"Marshall County, IL"
37900,"Peoria, IL Metropolitan Statistical Area",17203,"Woodford County, IL"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",42091,"Montgomery County, PA"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",42045,"Delaware County, PA"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",42029,"Chester County, PA"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",42017,"Bucks County, PA"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",34033,"Salem County, NJ"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",34015,"Gloucester County, NJ"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",34007,"Camden County, NJ"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",34005,"Burlington County, NJ"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",24015,"Cecil County, MD"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",10003,"New Castle County, DE"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",42101,"Philadelphia County, PA"
38060,"Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area",4013,"Maricopa County, AZ"
38060,"Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area",4021,"Pinal County, AZ"
38220,"Pine Bluff, AR Metropolitan Statistical Area",5069,"Jefferson County, AR"
38220,"Pine Bluff, AR Metropolitan Statistical Area",5025,"Cleveland County, AR"
38220,"Pine Bluff, AR Metropolitan Statistical Area",5079,"Lincoln County, AR"
38300,"Pittsburgh, PA Metropolitan Statistical Area",42125,"Washington County, PA"
38300,"Pittsburgh, PA Metropolitan Statistical Area",42051,"Fayette County, PA"
38300,"Pittsburgh, PA Metropolitan Statistical Area",42019,"Butler County, PA"
38300,"Pittsburgh, PA Metropolitan Statistical Area",42007,"Beaver County, PA"
38300,"Pittsburgh, PA Metropolitan Statistical Area",42005,"Armstrong County, PA"
38300,"Pittsburgh, PA Metropolitan Statistical Area",42003,"Allegheny County, PA"
38300,"Pittsburgh, PA Metropolitan Statistical Area",42129,"Westmoreland County, PA"
38340,"Pittsfield, MA Metropolitan Statistical Area",25003,"Berkshire County, MA"
38540,"Pocatello, ID Metropolitan Statistical Area",16005,"Bannock County, ID"
38540,"Pocatello, ID Metropolitan Statistical Area",16077,"Power County, ID"
38660,"Ponce, PR Metropolitan Statistical Area",72113,"Ponce Municipio, PR"
38660,"Ponce, PR Metropolitan Statistical Area",72075,"Juana D_az Municipio, PR"
38660,"Ponce, PR Metropolitan Statistical Area",72149,"Villalba Municipio, PR"
38860,"Portland-South Portland, ME Metropolitan Statistical Area",23023,"Sagadahoc County, ME"
38860,"Portland-South Portland, ME Metropolitan Statistical Area",23005,"Cumberland County, ME"
38860,"Portland-South Portland, ME Metropolitan Statistical Area",23031,"York County, ME"
38900,"Portland-Vancouver-Beaverton, OR-WA Metropolitan Statistical Area",53011,"Clark County, WA"
38900,"Portland-Vancouver-Beaverton, OR-WA Metropolitan Statistical Area",41071,"Yamhill County, OR"
38900,"Portland-Vancouver-Beaverton, OR-WA Metropolitan Statistical Area",41067,"Washington County, OR"
38900,"Portland-Vancouver-Beaverton, OR-WA Metropolitan Statistical Area",41051,"Multnomah County, OR"
38900,"Portland-Vancouver-Beaverton, OR-WA Metropolitan Statistical Area",41009,"Columbia County, OR"
38900,"Portland-Vancouver-Beaverton, OR-WA Metropolitan Statistical Area",41005,"Clackamas County, OR"
38900,"Portland-Vancouver-Beaverton, OR-WA Metropolitan Statistical Area",53059,"Skamania County, WA"
38940,"Port St. Lucie-Fort Pierce, FL Metropolitan Statistical Area",12085,"Martin County, FL"
38940,"Port St. Lucie-Fort Pierce, FL Metropolitan Statistical Area",12111,"St. Lucie County, FL"
39100,"Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",36027,"Dutchess County, NY"
39100,"Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",36071,"Orange County, NY"
39140,"Prescott, AZ Metropolitan Statistical Area",4025,"Yavapai County, AZ"
39300,"Providence-New Bedford-Fall River, RI-MA Metropolitan Statistical Area",44007,"Providence County, RI"
39300,"Providence-New Bedford-Fall River, RI-MA Metropolitan Statistical Area",44005,"Newport County, RI"
39300,"Providence-New Bedford-Fall River, RI-MA Metropolitan Statistical Area",44003,"Kent County, RI"
39300,"Providence-New Bedford-Fall River, RI-MA Metropolitan Statistical Area",44001,"Bristol County, RI"
39300,"Providence-New Bedford-Fall River, RI-MA Metropolitan Statistical Area",25005,"Bristol County, MA"
39300,"Providence-New Bedford-Fall River, RI-MA Metropolitan Statistical Area",44009,"Washington County, RI"
39340,"Provo-Orem, UT Metropolitan Statistical Area",49023,"Juab County, UT"
39340,"Provo-Orem, UT Metropolitan Statistical Area",49049,"Utah County, UT"
39380,"Pueblo, CO Metropolitan Statistical Area",8101,"Pueblo County, CO"
39460,"Punta Gorda, FL Metropolitan Statistical Area",12015,"Charlotte County, FL"
39540,"Racine, WI Metropolitan Statistical Area",55101,"Racine County, WI"
39580,"Raleigh-Cary, NC Metropolitan Statistical Area",37101,"Johnston County, NC"
39580,"Raleigh-Cary, NC Metropolitan Statistical Area",37069,"Franklin County, NC"
39580,"Raleigh-Cary, NC Metropolitan Statistical Area",37183,"Wake County, NC"
39660,"Rapid City, SD Metropolitan Statistical Area",46093,"Meade County, SD"
39660,"Rapid City, SD Metropolitan Statistical Area",46103,"Pennington County, SD"
39740,"Reading, PA Metropolitan Statistical Area",42011,"Berks County, PA"
39820,"Redding, CA Metropolitan Statistical Area",6089,"Shasta County, CA"
39900,"Reno-Sparks, NV Metropolitan Statistical Area",32029,"Storey County, NV"
39900,"Reno-Sparks, NV Metropolitan Statistical Area",32031,"Washoe County, NV"
40060,"Richmond, VA Metropolitan Statistical Area",51760,"Richmond city, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51149,"Prince George County, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51145,"Powhatan County, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51730,"Petersburg city, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51127,"New Kent County, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51109,"Louisa County, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51101,"King William County, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51097,"King and Queen County, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51670,"Hopewell city, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51087,"Henrico County, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51085,"Hanover County, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51075,"Goochland County, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51053,"Dinwiddie County, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51049,"Cumberland County, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51570,"Colonial Heights city, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51041,"Chesterfield County, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51036,"Charles City County, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51033,"Caroline County, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51007,"Amelia County, VA"
40060,"Richmond, VA Metropolitan Statistical Area",51183,"Sussex County, VA"
40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",6065,"Riverside County, CA"
40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",6071,"San Bernardino County, CA"
40220,"Roanoke, VA Metropolitan Statistical Area",51161,"Roanoke County, VA"
40220,"Roanoke, VA Metropolitan Statistical Area",51770,"Roanoke city, VA"
40220,"Roanoke, VA Metropolitan Statistical Area",51067,"Franklin County, VA"
40220,"Roanoke, VA Metropolitan Statistical Area",51045,"Craig County, VA"
40220,"Roanoke, VA Metropolitan Statistical Area",51023,"Botetourt County, VA"
40220,"Roanoke, VA Metropolitan Statistical Area",51775,"Salem city, VA"
40340,"Rochester, MN Metropolitan Statistical Area",27109,"Olmsted County, MN"
40340,"Rochester, MN Metropolitan Statistical Area",27039,"Dodge County, MN"
40340,"Rochester, MN Metropolitan Statistical Area",27157,"Wabasha County, MN"
40380,"Rochester, NY Metropolitan Statistical Area",36073,"Orleans County, NY"
40380,"Rochester, NY Metropolitan Statistical Area",36069,"Ontario County, NY"
40380,"Rochester, NY Metropolitan Statistical Area",36055,"Monroe County, NY"
40380,"Rochester, NY Metropolitan Statistical Area",36051,"Livingston County, NY"
40380,"Rochester, NY Metropolitan Statistical Area",36117,"Wayne County, NY"
40420,"Rockford, IL Metropolitan Statistical Area",17007,"Boone County, IL"
40420,"Rockford, IL Metropolitan Statistical Area",17201,"Winnebago County, IL"
40580,"Rocky Mount, NC Metropolitan Statistical Area",37065,"Edgecombe County, NC"
40580,"Rocky Mount, NC Metropolitan Statistical Area",37127,"Nash County, NC"
40660,"Rome, GA Metropolitan Statistical Area",13115,"Floyd County, GA"
40900,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",6067,"Sacramento County, CA"
40900,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",6061,"Placer County, CA"
40900,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",6017,"El Dorado County, CA"
40900,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",6113,"Yolo County, CA"
40980,"Saginaw-Saginaw Township North, MI Metropolitan Statistical Area",26145,"Saginaw County, MI"
41060,"St. Cloud, MN Metropolitan Statistical Area",27009,"Benton County, MN"
41060,"St. Cloud, MN Metropolitan Statistical Area",27145,"Stearns County, MN"
41100,"St. George, UT Metropolitan Statistical Area",49053,"Washington County, UT"
41140,"St. Joseph, MO-KS Metropolitan Statistical Area",29021,"Buchanan County, MO"
41140,"St. Joseph, MO-KS Metropolitan Statistical Area",29003,"Andrew County, MO"
41140,"St. Joseph, MO-KS Metropolitan Statistical Area",20043,"Doniphan County, KS"
41140,"St. Joseph, MO-KS Metropolitan Statistical Area",29063,"DeKalb County, MO"
41180,"St. Louis, MO-IL Metropolitan Statistical Area",29219,"Warren County, MO"
41180,"St. Louis, MO-IL Metropolitan Statistical Area",29189,"St. Louis County, MO"
41180,"St. Louis, MO-IL Metropolitan Statistical Area",29510,"St. Louis city, MO"
41180,"St. Louis, MO-IL Metropolitan Statistical Area",29183,"St. Charles County, MO"
41180,"St. Louis, MO-IL Metropolitan Statistical Area",29113,"Lincoln County, MO"
41180,"St. Louis, MO-IL Metropolitan Statistical Area",29099,"Jefferson County, MO"
41180,"St. Louis, MO-IL Metropolitan Statistical Area",29071,"Franklin County, MO"
41180,"St. Louis, MO-IL Metropolitan Statistical Area",29055,"Crawford County, MO (pt.)*"
41180,"St. Louis, MO-IL Metropolitan Statistical Area",17163,"St. Clair County, IL"
41180,"St. Louis, MO-IL Metropolitan Statistical Area",17133,"Monroe County, IL"
41180,"St. Louis, MO-IL Metropolitan Statistical Area",17119,"Madison County, IL"
41180,"St. Louis, MO-IL Metropolitan Statistical Area",17117,"Macoupin County, IL"
41180,"St. Louis, MO-IL Metropolitan Statistical Area",17083,"Jersey County, IL"
41180,"St. Louis, MO-IL Metropolitan Statistical Area",17027,"Clinton County, IL"
41180,"St. Louis, MO-IL Metropolitan Statistical Area",17013,"Calhoun County, IL"
41180,"St. Louis, MO-IL Metropolitan Statistical Area",17005,"Bond County, IL"
41180,"St. Louis, MO-IL Metropolitan Statistical Area",29221,"Washington County, MO"
41420,"Salem, OR Metropolitan Statistical Area",41047,"Marion County, OR"
41420,"Salem, OR Metropolitan Statistical Area",41053,"Polk County, OR"
41500,"Salinas, CA Metropolitan Statistical Area",6053,"Monterey County, CA"
41540,"Salisbury, MD Metropolitan Statistical Area",24039,"Somerset County, MD"
41540,"Salisbury, MD Metropolitan Statistical Area",24045,"Wicomico County, MD"
41620,"Salt Lake City, UT Metropolitan Statistical Area",49043,"Summit County, UT"
41620,"Salt Lake City, UT Metropolitan Statistical Area",49035,"Salt Lake County, UT"
41620,"Salt Lake City, UT Metropolitan Statistical Area",49045,"Tooele County, UT"
41660,"San Angelo, TX Metropolitan Statistical Area",48235,"Irion County, TX"
41660,"San Angelo, TX Metropolitan Statistical Area",48451,"Tom Green County, TX"
41700,"San Antonio, TX Metropolitan Statistical Area",48325,"Medina County, TX"
41700,"San Antonio, TX Metropolitan Statistical Area",48259,"Kendall County, TX"
41700,"San Antonio, TX Metropolitan Statistical Area",48187,"Guadalupe County, TX"
41700,"San Antonio, TX Metropolitan Statistical Area",48091,"Comal County, TX"
41700,"San Antonio, TX Metropolitan Statistical Area",48029,"Bexar County, TX"
41700,"San Antonio, TX Metropolitan Statistical Area",48019,"Bandera County, TX"
41700,"San Antonio, TX Metropolitan Statistical Area",48013,"Atascosa County, TX"
41700,"San Antonio, TX Metropolitan Statistical Area",48493,"Wilson County, TX"
41740,"San Diego-Carlsbad-San  Marcos, CA Metropolitan Statistical Area",6073,"San Diego County, CA"
41780,"Sandusky, OH Metropolitan Statistical Area",39043,"Erie County, OH"
41860,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",6075,"San Francisco County, CA"
41860,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",6041,"Marin County, CA"
41860,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",6013,"Contra Costa County, CA"
41860,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",6001,"Alameda County, CA"
41860,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",6081,"San Mateo County, CA"
41900,"San Germ§n-Cabo Rojo, PR Metropolitan Statistical Area",72121,"Sabana Grande Municipio, PR"
41900,"San Germ§n-Cabo Rojo, PR Metropolitan Statistical Area",72079,"Lajas Municipio, PR"
41900,"San Germ§n-Cabo Rojo, PR Metropolitan Statistical Area",72023,"Cabo Rojo Municipio, PR"
41900,"San Germ§n-Cabo Rojo, PR Metropolitan Statistical Area",72125,"San Germ§n Municipio, PR"
41940,"San Jose-Sunnyvale-Santa  Clara, CA Metropolitan Statistical Area",6069,"San Benito County, CA"
41940,"San Jose-Sunnyvale-Santa  Clara, CA Metropolitan Statistical Area",6085,"Santa Clara County, CA"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72145,"Vega Baja Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72143,"Vega Alta Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72139,"Trujillo Alto Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72137,"Toa Baja Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72135,"Toa Alta Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72129,"San Lorenzo Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72127,"San Juan Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72119,"R_o Grande Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72115,"Quebradillas Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72107,"Orocovis Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72105,"Naranjito Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72103,"Naguabo Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72101,"Morovis Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72095,"Maunabo Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72091,"Manat_ Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72087,"Lo_za Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72085,"Las Piedras Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72077,"Juncos Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72069,"Humacao Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72065,"Hatillo Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72063,"Gurabo Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72061,"Guaynabo Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72054,"Florida Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72051,"Dorado Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72047,"Corozal Municipio, PR"
